candidate_id,job_id,role,candidate_skills_list,recruiter_priority_list,recruiter_skill_weights_dict,experience_years
c192,j013,devops engineer,"['figma', 'networking', 'ios', 'c', 'prototyping', 'java', 'cloud']","['java', 'cloud', 'teamwork', 'c', 'prototyping']","{'java': 5, 'cloud': 4, 'teamwork': 3, 'c': 2, 'prototyping': 1}",1
c006,j089,network engineer,"['finance', 'c']","['c', 'finance']","{'c': 5, 'finance': 4}",6
c127,j057,data analyst,"['communication', 'react', 'security', 'sql', 'embedded', 'cloud', 'crm', 'seo']","['seo', 'security', 'sql']","{'seo': 5, 'security': 4, 'sql': 3}",7
c016,j172,embedded engineer,"['prototyping', 'ml', 'finance', 'teamwork']","['prototyping', 'finance', 'ml', 'teamwork', 'figma', 'security']","{'prototyping': 5, 'finance': 4, 'ml': 3, 'teamwork': 2, 'figma': 1, 'security': 1}",2
c004,j061,product manager,"['crm', 'firewall', 'ux research']","['ux research', 'finance', 'firewall', 'docker', 'crm']","{'ux research': 5, 'finance': 4, 'firewall': 3, 'docker': 2, 'crm': 1}",1
c176,j113,operations associate,"['prototyping', 'firewall', 'git', 'ops']","['ops', 'prototyping', 'git']","{'ops': 5, 'prototyping': 4, 'git': 3}",4
c116,j126,mobile developer,"['finance', 'marketing', 'security', 'node', 'firewall', 'sales', 'teamwork']","['node', 'teamwork', 'sales']","{'node': 5, 'teamwork': 4, 'sales': 3}",3
c186,j070,embedded engineer,"['react', 'support']","['react', 'seo']","{'react': 5, 'seo': 4}",4
c180,j189,data scientist,"['crm', 'excel', 'security', 'c', 'java', 'communication', 'python', 'ios']","['excel', 'c', 'crm', 'java', 'finance', 'teamwork']","{'excel': 5, 'c': 4, 'crm': 3, 'java': 2, 'finance': 1, 'teamwork': 1}",10
c133,j061,data analyst,"['figma', 'embedded', 'marketing']","['support', 'linux', 'security', 'prototyping', 'ux research']","{'support': 5, 'linux': 4, 'security': 3, 'prototyping': 2, 'ux research': 1}",6
c140,j049,embedded engineer,"['marketing', 'java', 'ux research', 'security', 'ios', 'cloud', 'seo', 'docker']","['linux', 'ml', 'support', 'security']","{'linux': 5, 'ml': 4, 'support': 3, 'security': 2}",12
c106,j152,data analyst,"['git', 'seo', 'cloud', 'java', 'ios']","['git', 'java']","{'git': 5, 'java': 4}",6
c096,j106,mobile developer,"['seo', 'android', 'marketing', 'sql', 'react']","['seo', 'sql', 'java', 'node', 'security']","{'seo': 5, 'sql': 4, 'java': 3, 'node': 2, 'security': 1}",2
c167,j058,network engineer,"['docker', 'node', 'git', 'sql', 'android']","['networking', 'seo', 'embedded']","{'networking': 5, 'seo': 4, 'embedded': 3}",5
c008,j125,embedded engineer,"['sales', 'python', 'security', 'networking', 'teamwork', 'seo', 'ux research', 'android']","['android', 'python', 'teamwork', 'sales', 'security']","{'android': 5, 'python': 4, 'teamwork': 3, 'sales': 2, 'security': 1}",8
c005,j027,product manager,"['communication', 'marketing', 'embedded', 'linux', 'python']","['java', 'marketing', 'communication', 'python', 'linux']","{'java': 5, 'marketing': 4, 'communication': 3, 'python': 2, 'linux': 1}",2
c102,j075,operations associate,"['ios', 'firewall']","['ops', 'git', 'seo', 'firewall', 'ios']","{'ops': 5, 'git': 4, 'seo': 3, 'firewall': 2, 'ios': 1}",0
c116,j097,operations associate,"['ios', 'sales', 'accounting', 'linux', 'node', 'ops']","['git', 'marketing', 'c', 'support']","{'git': 5, 'marketing': 4, 'c': 3, 'support': 2}",7
c200,j094,mobile developer,"['cloud', 'excel', 'prototyping']","['excel', 'cloud', 'sql', 'prototyping', 'c', 'seo']","{'excel': 5, 'cloud': 4, 'sql': 3, 'prototyping': 2, 'c': 1, 'seo': 1}",8
c062,j030,software engineer,"['support', 'communication', 'ios', 'embedded', 'sql', 'react', 'firewall', 'accounting']","['ios', 'accounting', 'firewall']","{'ios': 5, 'accounting': 4, 'firewall': 3}",9
c055,j172,network engineer,"['figma', 'sales', 'ops', 'support', 'accounting']","['sales', 'support', 'accounting', 'ops']","{'sales': 5, 'support': 4, 'accounting': 3, 'ops': 2}",5
c193,j045,product manager,"['communication', 'android', 'teamwork', 'security']","['linux', 'react', 'sql']","{'linux': 5, 'react': 4, 'sql': 3}",6
c091,j131,mobile developer,"['ios', 'marketing', 'linux', 'java', 'finance', 'teamwork', 'sales', 'ops']","['seo', 'python', 'prototyping', 'communication', 'crm']","{'seo': 5, 'python': 4, 'prototyping': 3, 'communication': 2, 'crm': 1}",2
c067,j200,network engineer,"['seo', 'finance', 'cloud', 'figma', 'node', 'ops']","['ux research', 'finance', 'node', 'ops']","{'ux research': 5, 'finance': 4, 'node': 3, 'ops': 2}",11
c009,j005,software engineer,"['node', 'communication', 'ios', 'ux research', 'docker', 'marketing', 'embedded', 'crm']","['cloud', 'ios', 'crm', 'node']","{'cloud': 5, 'ios': 4, 'crm': 3, 'node': 2}",4
c008,j059,hr coordinator,"['excel', 'node', 'python']","['excel', 'prototyping', 'seo', 'python', 'node', 'security']","{'excel': 5, 'prototyping': 4, 'seo': 3, 'python': 2, 'node': 1, 'security': 1}",4
c043,j189,network engineer,"['security', 'seo', 'networking', 'ux research']","['ux research', 'security', 'seo', 'networking', 'communication']","{'ux research': 5, 'security': 4, 'seo': 3, 'networking': 2, 'communication': 1}",4
c004,j175,cybersecurity analyst,"['crm', 'ios', 'figma']","['linux', 'crm']","{'linux': 5, 'crm': 4}",5
c076,j125,operations associate,"['finance', 'networking', 'prototyping', 'ops']","['java', 'communication', 'finance', 'networking', 'prototyping', 'ops']","{'java': 5, 'communication': 4, 'finance': 3, 'networking': 2, 'prototyping': 1, 'ops': 1}",0
c047,j156,mobile developer,"['ios', 'ml', 'sales']","['finance', 'ml', 'sales', 'ios', 'python', 'networking']","{'finance': 5, 'ml': 4, 'sales': 3, 'ios': 2, 'python': 1, 'networking': 1}",3
c113,j137,mobile developer,"['networking', 'communication']","['communication', 'ios']","{'communication': 5, 'ios': 4}",7
c012,j155,data scientist,"['finance', 'ux research']","['ux research', 'finance', 'embedded', 'marketing', 'communication']","{'ux research': 5, 'finance': 4, 'embedded': 3, 'marketing': 2, 'communication': 1}",9
c181,j138,devops engineer,"['java', 'accounting', 'docker', 'c', 'marketing', 'git']","['docker', 'marketing', 'c', 'git', 'sales', 'java']","{'docker': 5, 'marketing': 4, 'c': 3, 'git': 2, 'sales': 1, 'java': 1}",5
c050,j071,financial analyst,"['android', 'sales', 'security', 'ios', 'prototyping', 'git']","['figma', 'security', 'ios']","{'figma': 5, 'security': 4, 'ios': 3}",11
c147,j164,hr coordinator,"['crm', 'react', 'accounting', 'firewall', 'cloud', 'finance']","['accounting', 'ux research', 'git', 'embedded', 'c', 'firewall']","{'accounting': 5, 'ux research': 4, 'git': 3, 'embedded': 2, 'c': 1, 'firewall': 1}",4
c074,j080,data analyst,"['networking', 'crm', 'sql', 'node', 'security', 'support', 'ops']","['security', 'python', 'ops', 'networking', 'node']","{'security': 5, 'python': 4, 'ops': 3, 'networking': 2, 'node': 1}",1
c055,j049,ui/ux designer,"['sales', 'sql']","['linux', 'teamwork', 'marketing']","{'linux': 5, 'teamwork': 4, 'marketing': 3}",10
c004,j165,customer support,"['teamwork', 'figma', 'security', 'sales', 'sql']","['teamwork', 'security', 'sales', 'sql', 'ml', 'figma']","{'teamwork': 5, 'security': 4, 'sales': 3, 'sql': 2, 'ml': 1, 'figma': 1}",5
c084,j094,mobile developer,"['react', 'finance', 'git']","['node', 'seo', 'communication', 'excel', 'figma']","{'node': 5, 'seo': 4, 'communication': 3, 'excel': 2, 'figma': 1}",3
c179,j167,financial analyst,"['docker', 'security', 'accounting', 'networking', 'seo']","['ux research', 'linux', 'firewall', 'support']","{'ux research': 5, 'linux': 4, 'firewall': 3, 'support': 2}",12
c034,j070,financial analyst,"['python', 'support', 'accounting', 'firewall', 'ux research', 'docker']","['firewall', 'support', 'ux research']","{'firewall': 5, 'support': 4, 'ux research': 3}",3
c047,j185,ui/ux designer,"['teamwork', 'accounting']","['ux research', 'finance', 'teamwork', 'sales', 'accounting', 'support']","{'ux research': 5, 'finance': 4, 'teamwork': 3, 'sales': 2, 'accounting': 1, 'support': 1}",0
c148,j176,marketing analyst,"['docker', 'ux research', 'security', 'linux', 'prototyping', 'git', 'java', 'react']","['sales', 'finance', 'networking', 'android', 'embedded']","{'sales': 5, 'finance': 4, 'networking': 3, 'android': 2, 'embedded': 1}",7
c176,j020,embedded engineer,"['cloud', 'excel', 'teamwork', 'c', 'ops', 'docker', 'linux']","['cloud', 'ops', 'excel', 'linux', 'teamwork', 'git']","{'cloud': 5, 'ops': 4, 'excel': 3, 'linux': 2, 'teamwork': 1, 'git': 1}",4
c128,j006,software engineer,"['ios', 'support', 'java', 'embedded', 'android']","['embedded', 'linux']","{'embedded': 5, 'linux': 4}",1
c005,j157,embedded engineer,"['finance', 'c', 'crm', 'ios', 'marketing', 'excel', 'accounting']","['excel', 'finance']","{'excel': 5, 'finance': 4}",7
c082,j106,customer support,"['docker', 'sql', 'marketing', 'ios', 'react', 'java']","['c', 'communication', 'figma', 'accounting', 'finance']","{'c': 5, 'communication': 4, 'figma': 3, 'accounting': 2, 'finance': 1}",8
c166,j054,data scientist,"['ux research', 'sales', 'python', 'security', 'networking']","['excel', 'ios']","{'excel': 5, 'ios': 4}",3
c093,j181,devops engineer,"['ops', 'support', 'seo', 'python']","['support', 'finance', 'node', 'android', 'ops', 'java']","{'support': 5, 'finance': 4, 'node': 3, 'android': 2, 'ops': 1, 'java': 1}",3
c011,j150,data analyst,"['prototyping', 'cloud', 'marketing', 'git']","['cloud', 'marketing', 'git']","{'cloud': 5, 'marketing': 4, 'git': 3}",8
c046,j058,ui/ux designer,"['docker', 'ios', 'git', 'linux', 'communication', 'excel']","['communication', 'excel', 'node', 'sql']","{'communication': 5, 'excel': 4, 'node': 3, 'sql': 2}",7
c015,j040,customer support,"['ios', 'figma', 'ml', 'support', 'prototyping', 'python']","['ux research', 'finance', 'sales', 'seo', 'git']","{'ux research': 5, 'finance': 4, 'sales': 3, 'seo': 2, 'git': 1}",10
c087,j144,ui/ux designer,"['figma', 'marketing']","['figma', 'node', 'marketing']","{'figma': 5, 'node': 4, 'marketing': 3}",5
c124,j019,embedded engineer,"['python', 'ios', 'accounting', 'embedded', 'ux research', 'support']","['accounting', 'support', 'ux research']","{'accounting': 5, 'support': 4, 'ux research': 3}",1
c040,j182,hr coordinator,"['finance', 'ml', 'seo', 'docker', 'git', 'sales']","['android', 'docker', 'accounting', 'finance', 'sales', 'ml']","{'android': 5, 'docker': 4, 'accounting': 3, 'finance': 2, 'sales': 1, 'ml': 1}",7
c106,j064,hr coordinator,"['linux', 'crm', 'accounting']","['crm', 'linux']","{'crm': 5, 'linux': 4}",0
c138,j049,ui/ux designer,"['crm', 'ml']","['security', 'embedded', 'finance', 'ml', 'figma', 'crm']","{'security': 5, 'embedded': 4, 'finance': 3, 'ml': 2, 'figma': 1, 'crm': 1}",3
c109,j166,product manager,"['communication', 'java', 'security', 'node', 'networking']","['networking', 'java']","{'networking': 5, 'java': 4}",5
c005,j137,mobile developer,"['ux research', 'sales']","['figma', 'embedded', 'networking']","{'figma': 5, 'embedded': 4, 'networking': 3}",11
c098,j014,marketing analyst,"['ops', 'figma', 'prototyping', 'git']","['ops', 'git']","{'ops': 5, 'git': 4}",10
c197,j050,ui/ux designer,"['prototyping', 'docker', 'android', 'crm', 'sql', 'python']","['embedded', 'python', 'prototyping', 'crm', 'docker']","{'embedded': 5, 'python': 4, 'prototyping': 3, 'crm': 2, 'docker': 1}",7
c149,j094,data scientist,"['security', 'react', 'ios', 'networking', 'cloud']","['embedded', 'accounting', 'ml', 'seo', 'python']","{'embedded': 5, 'accounting': 4, 'ml': 3, 'seo': 2, 'python': 1}",0
c155,j040,marketing analyst,"['firewall', 'networking']","['python', 'react', 'git']","{'python': 5, 'react': 4, 'git': 3}",11
c084,j096,customer support,"['python', 'figma', 'seo', 'c', 'ops', 'sql', 'git', 'linux']","['python', 'figma', 'git']","{'python': 5, 'figma': 4, 'git': 3}",5
c081,j078,operations associate,"['sales', 'git']","['git', 'ml', 'sales', 'ops', 'crm']","{'git': 5, 'ml': 4, 'sales': 3, 'ops': 2, 'crm': 1}",11
c115,j180,data analyst,"['communication', 'java', 'figma', 'sales', 'teamwork', 'embedded', 'excel']","['java', 'excel', 'figma', 'prototyping']","{'java': 5, 'excel': 4, 'figma': 3, 'prototyping': 2}",4
c021,j045,embedded engineer,"['android', 'java']","['java', 'firewall', 'android', 'docker', 'node']","{'java': 5, 'firewall': 4, 'android': 3, 'docker': 2, 'node': 1}",7
c078,j161,mobile developer,"['crm', 'prototyping', 'support', 'python', 'seo', 'firewall', 'docker']","['accounting', 'seo']","{'accounting': 5, 'seo': 4}",12
c047,j193,devops engineer,"['cloud', 'docker', 'networking', 'sql', 'support']","['finance', 'support']","{'finance': 5, 'support': 4}",2
c181,j004,ui/ux designer,"['android', 'support']","['android', 'accounting', 'figma', 'support', 'node', 'excel']","{'android': 5, 'accounting': 4, 'figma': 3, 'support': 2, 'node': 1, 'excel': 1}",8
c189,j075,cybersecurity analyst,"['python', 'accounting', 'seo', 'networking']","['linux', 'security', 'finance', 'communication']","{'linux': 5, 'security': 4, 'finance': 3, 'communication': 2}",0
c003,j034,ui/ux designer,"['accounting', 'support', 'cloud', 'communication', 'java', 'security', 'ux research']","['node', 'figma', 'excel', 'crm', 'python']","{'node': 5, 'figma': 4, 'excel': 3, 'crm': 2, 'python': 1}",1
c025,j189,financial analyst,"['networking', 'teamwork', 'docker', 'git']","['networking', 'docker', 'git']","{'networking': 5, 'docker': 4, 'git': 3}",2
c163,j105,marketing analyst,"['node', 'seo', 'react', 'finance', 'git']","['seo', 'node']","{'seo': 5, 'node': 4}",6
c072,j036,marketing analyst,"['firewall', 'figma', 'support', 'excel']","['seo', 'sql', 'ops', 'communication', 'crm']","{'seo': 5, 'sql': 4, 'ops': 3, 'communication': 2, 'crm': 1}",6
c101,j036,data analyst,"['networking', 'java']","['seo', 'docker', 'c', 'react', 'embedded']","{'seo': 5, 'docker': 4, 'c': 3, 'react': 2, 'embedded': 1}",8
c042,j065,hr coordinator,"['ml', 'communication', 'node']","['linux', 'react', 'excel', 'node']","{'linux': 5, 'react': 4, 'excel': 3, 'node': 2}",9
c163,j173,customer support,"['networking', 'ml', 'figma', 'sql', 'crm']","['ux research', 'excel']","{'ux research': 5, 'excel': 4}",0
c054,j137,cybersecurity analyst,"['java', 'react', 'c', 'crm', 'embedded', 'ux research', 'prototyping', 'accounting']","['embedded', 'java']","{'embedded': 5, 'java': 4}",7
c122,j145,devops engineer,"['cloud', 'node', 'ux research', 'marketing']","['android', 'marketing']","{'android': 5, 'marketing': 4}",4
c042,j180,hr coordinator,"['sql', 'react', 'embedded', 'communication', 'marketing', 'security']","['docker', 'networking', 'ml']","{'docker': 5, 'networking': 4, 'ml': 3}",3
c055,j174,operations associate,"['excel', 'firewall', 'docker', 'react', 'prototyping']","['prototyping', 'firewall', 'docker', 'excel', 'react']","{'prototyping': 5, 'firewall': 4, 'docker': 3, 'excel': 2, 'react': 1}",11
c192,j082,financial analyst,"['ml', 'security', 'teamwork', 'crm']","['excel', 'teamwork', 'ml', 'security']","{'excel': 5, 'teamwork': 4, 'ml': 3, 'security': 2}",1
c137,j090,network engineer,"['ios', 'support', 'figma', 'security', 'excel']","['excel', 'ios', 'support']","{'excel': 5, 'ios': 4, 'support': 3}",8
c098,j162,network engineer,"['figma', 'sales', 'ios']","['teamwork', 'sales', 'ios']","{'teamwork': 5, 'sales': 4, 'ios': 3}",0
c181,j132,embedded engineer,"['c', 'python', 'crm', 'ux research', 'node']","['firewall', 'ios', 'finance', 'prototyping']","{'firewall': 5, 'ios': 4, 'finance': 3, 'prototyping': 2}",9
c094,j036,mobile developer,"['security', 'embedded', 'ios']","['networking', 'node', 'communication']","{'networking': 5, 'node': 4, 'communication': 3}",2
c081,j043,product manager,"['c', 'security', 'java', 'ux research', 'ml', 'accounting']","['ux research', 'java', 'git', 'ml']","{'ux research': 5, 'java': 4, 'git': 3, 'ml': 2}",6
c200,j186,ui/ux designer,"['prototyping', 'cloud', 'c', 'support', 'finance', 'embedded']","['node', 'marketing', 'sales', 'firewall', 'accounting', 'seo']","{'node': 5, 'marketing': 4, 'sales': 3, 'firewall': 2, 'accounting': 1, 'seo': 1}",12
c169,j161,software engineer,"['react', 'firewall', 'excel', 'linux', 'finance', 'teamwork']","['react', 'teamwork']","{'react': 5, 'teamwork': 4}",12
c123,j143,product manager,"['react', 'communication', 'ios', 'networking', 'excel', 'crm', 'git', 'sql']","['figma', 'embedded', 'firewall', 'teamwork', 'accounting']","{'figma': 5, 'embedded': 4, 'firewall': 3, 'teamwork': 2, 'accounting': 1}",3
c074,j108,operations associate,"['cloud', 'python', 'finance', 'accounting', 'docker', 'figma']","['finance', 'cloud', 'figma', 'security', 'support']","{'finance': 5, 'cloud': 4, 'figma': 3, 'security': 2, 'support': 1}",0
c070,j158,operations associate,"['git', 'marketing', 'excel', 'networking', 'ios', 'cloud', 'crm', 'teamwork']","['teamwork', 'cloud']","{'teamwork': 5, 'cloud': 4}",9
c042,j130,cybersecurity analyst,"['sales', 'c']","['excel', 'sales', 'linux', 'c', 'docker', 'seo']","{'excel': 5, 'sales': 4, 'linux': 3, 'c': 2, 'docker': 1, 'seo': 1}",5
c155,j174,data analyst,"['ux research', 'accounting', 'ml']","['teamwork', 'ios']","{'teamwork': 5, 'ios': 4}",12
c149,j084,product manager,"['networking', 'figma', 'c']","['seo', 'c', 'ux research', 'networking', 'figma']","{'seo': 5, 'c': 4, 'ux research': 3, 'networking': 2, 'figma': 1}",4
c051,j079,product manager,"['sql', 'android', 'cloud', 'ops']","['android', 'cloud']","{'android': 5, 'cloud': 4}",5
c188,j133,cybersecurity analyst,"['communication', 'firewall']","['embedded', 'marketing', 'finance', 'node', 'seo']","{'embedded': 5, 'marketing': 4, 'finance': 3, 'node': 2, 'seo': 1}",0
c193,j051,marketing analyst,"['ux research', 'finance', 'prototyping', 'docker', 'ops', 'cloud', 'communication', 'linux']","['support', 'node', 'ux research', 'ios', 'prototyping', 'teamwork']","{'support': 5, 'node': 4, 'ux research': 3, 'ios': 2, 'prototyping': 1, 'teamwork': 1}",3
